VARIABLES =      SA                    DA                    DA_kink               AR                    TR                    kink                  rootadj               rtcs_0                rtcs_1                rtcs_2                cambers_0             cambers_1             cambers_2             twists_0              twists_1              twists_2              twists_3              U0                    U1                    U2                    U3                    U4                    U5                    U6                    U7                    U8                    U9                    U0                    U1                    U2                    U3                    U4                    U5                    U6                    U7                    U8                    U9                    tcroot                M30                   M31                   M32                   M33                   M34                   M35                   M36                   M37                   AA0                   AA1                   AA2                   AA3                   AA4                   AA5                   AA6                   AA7                   
   3192         25.5505701308          4.0044487201          1.6986083271          8.8814745274          0.3394100330          0.3963129508          1.0304193737          0.6463988665          0.9099430419          0.9573220019          0.6426252269          0.9502018207          0.3351194913         -2.5514345901         -2.6736936397         -1.3276877663         -2.2608411481          0.2092020337          0.0961208596          0.2936703493         -0.1146808979          0.7074234011         -0.5013416411          0.7554429665         -0.1084222142          0.3428421778          0.3504718587         -0.1496625461         -0.0435667535         -0.2568297016          0.0591392088         -0.3711732605          0.0209403257         -0.2243403308         -0.1020280483          0.0860171460          0.2687271738          0.1663377850          0.7612897029          0.7707190642          0.7513095832          0.7589860964          0.7721113765          0.7526217227          0.7676091389          0.7633674319         11.1858983914          8.3101251422          2.2371959087          3.1420475425          6.3140095694          7.1651572367          4.9858484376          6.3485660634 
   3197         34.5246219053          5.7865779563          5.5165955516          9.4861416761          0.2298348776          0.3753556269          0.7828288882          0.6751621329          0.9645791351          0.9555010743          0.4937145628          0.9767102543          0.7211447686         -3.8148669623         -3.7689548090         -1.8052072676         -2.8970381079          0.2359270333          0.1410516075          0.3836858606         -0.2460858362          0.7662389648         -0.3598311043          0.6047457607          0.0820501230          0.3571427729          0.3367335279         -0.1616011064         -0.0482894700         -0.2783984300          0.0641161376         -0.4040321928          0.0230643688         -0.2436054874         -0.1115276145          0.0927026713          0.2923290010          0.1687548581          0.7584856960          0.7623090446          0.7567627284          0.7679074596          0.7665792184          0.7724192853          0.7703064188          0.7516213585         11.2341659512          6.6669250008          3.8030363342         10.8359375118          9.2234986331          3.7666973065          6.8222232033          8.6056606342 
   3202         34.0828622044          5.1764292509          1.7234013602          9.6605669177          0.3271934632          0.3927136471          0.7616039343          0.6450859759          0.9281211835          0.9896523126          0.7760906327          0.6710386974          0.0367951076         -3.8955796503         -2.7217016365         -1.6412371712         -2.7747599667          0.1525638231          0.1343349416          0.2161317384          0.0229088096          0.4906372124         -0.0634195254          0.4745107456          0.1977548212          0.3453327834          0.4206733441         -0.1582719239         -0.0424699099         -0.2886954563          0.0663266930         -0.4005112236          0.0229849423         -0.2499712154         -0.1097825861          0.0930891614          0.2925293092          0.1672801785          0.7503364837          0.7561149138          0.7504463231          0.7687806700          0.7718348937          0.7737499454          0.7558363715          0.7503763271          6.5055417588          2.6911543479          5.6783589860          6.8350220277         11.5408234902         11.4132822608         11.8865996008          9.8716000976 
   3207         33.8875122335          5.2319102512          1.0737229757          8.3817505338          0.3697266458          0.3655184395          1.0478171369          0.6764677694          0.9166080031          0.9336389866          0.5006159299          0.6700098754          0.5341804306         -3.3916297880         -2.1540896816         -1.6486502229         -2.7141019303          0.1889169357          0.2268767378          0.3012442636         -0.0737640940          0.5567899463         -0.1723176726          0.5445183539          0.1537564272          0.2083330654          0.3482912983         -0.1705493545         -0.0509778671         -0.2902887862          0.0684866130         -0.4230867385          0.0241953365         -0.2559650729         -0.1174421087          0.0976096899          0.3063179912          0.1655540112          0.7730220062          0.7686145929          0.7579995915          0.7620591827          0.7724705442          0.7563400294          0.7682006294          0.7673472104          3.1613804258          7.2841002988          3.6057431576          3.3835687023          6.5977944723          2.8187753662         11.1933302151          9.5402170495 
   3217         39.4081656471          4.7661373335          2.1625965699         10.5785429437          0.3104640170          0.4187173406          0.8010316267          0.6713265599          0.9464131587          0.9650392442          0.3017890524          0.7112618344          0.0557936130         -3.2294662207         -3.0496024754         -2.4408347277         -1.4606192655          0.1362303263          0.0884953590          0.2973815352         -0.0005241584          0.3996871757         -0.0194965933          0.4495481341          0.1086759962          0.2633465868          0.2970150415         -0.1626505302         -0.0366920009         -0.2794397914          0.0596012521         -0.3976550442          0.0250896861         -0.2347468525         -0.1110047711          0.0839300503          0.2923290010          0.1691428372          0.7624678919          0.7620975451          0.7683337739          0.7689605520          0.7664145403          0.7677756835          0.7546754739          0.7510353849         10.5084527404          8.4935192590          2.0923040347          8.6734076533          9.1652692934          2.1991154663          3.1069948991          9.1580968198 
   3227         36.3772594217          4.1474535367          0.7614338923          9.2675568703          0.3688283174          0.3961263226          1.0024636251          0.6288638471          0.9654261992          0.9841207315          0.5901426530          0.7487297308          0.4385833408         -3.3570138435         -2.8698379659         -2.4783787269         -2.7676813509          0.0812649965          0.1359337777          0.2137563232          0.1044563112          0.3098645538          0.0813396136          0.2930184413          0.3746966696          0.2385055431          0.2086180705         -0.1626505302         -0.0485248571         -0.2794397914          0.0653080618         -0.4037300253          0.0229849423         -0.2440902079         -0.1119916704          0.0930891614          0.2923290010          0.1667132013          0.7577901136          0.7695813405          0.7649672475          0.7622437865          0.7605805858          0.7612957198          0.7613501324          0.7531866676          9.1031447912          4.4445760845          6.9902322607          7.5176900920          2.6600847733          2.0633945744          3.3182259127          5.0386047661 
   3232         37.6066870601          4.3801796522          4.3868690762          9.9860514918          0.2753915445          0.4032715710          1.0647401765          0.6319405852          0.9426566829          0.9401499363          0.5576104526          0.8780740778          0.0365363199         -3.3957205979         -2.3659369951         -1.4966266937         -2.1959735381          0.1635138467          0.1093107173          0.2437456359          0.0305818758          0.3895021466         -0.0286569533          0.5145636554          0.1208533037          0.3008869356          0.3019687632         -0.1626505302         -0.0485248571         -0.2794397914          0.0653080618         -0.4037300253          0.0229849423         -0.2440902079         -0.1119916704          0.0930891614          0.2923290010          0.1686806252          0.7567715761          0.7720088899          0.7530868577          0.7704675029          0.7510581142          0.7623566336          0.7713156041          0.7571032018          5.3585835306          7.4928028975          7.1968401375          4.0458801678          7.6443100097          2.3782759205          2.7528852954         11.1940630002 
   3237         37.8630772658          5.3975770556          3.1805488900          8.5155468713          0.3489895373          0.3713813580          1.0638628638          0.6726732746          0.9095725220          0.9613648508          0.4804678368          0.9006433525          0.7884269358         -3.6890102955         -2.1182065813         -2.6077693324         -1.0791435293          0.2020932242          0.1534441969          0.3460482227         -0.1273663197          0.5258186523         -0.0681175941          0.4008406074          0.2527832796          0.2469644473          0.2674027358         -0.1626505302         -0.0485248571         -0.2794397914          0.0653080618         -0.4037300253          0.0229849423         -0.2440902079         -0.1119916704          0.0930891614          0.2923290010          0.1651485738          0.7503737879          0.7616534705          0.7551210334          0.7725398724          0.7599464834          0.7502485072          0.7692486592          0.7710396518          8.2339955958         11.2549223830          9.6878451369          2.6165942430         10.3319597957         11.6728904403         11.3381888434          9.2442868068 
   3242         36.6513925179          4.5589561719          2.0759372201          8.0033355591          0.2712637395          0.3872094408          0.8088466284          0.6821598302          0.9198981524          0.9226182213          0.7438759100          0.6082542032          0.5986966025         -2.6869486581         -2.2812937482         -1.6258583427         -2.2869461485          0.1273210121          0.1180070766          0.2343513098          0.0853493964          0.3387677219          0.0697778081          0.3052672265          0.1812053051          0.2586461450          0.2692645027         -0.1626505302         -0.0485248571         -0.2794545303          0.0653080618         -0.4037300253          0.0229849423         -0.2440902079         -0.1119916704          0.0936302486          0.2923290010          0.1644286978          0.7610429873          0.7651475675          0.7526283140          0.7570361353          0.7523913927          0.7687322646          0.7613267721          0.7610094987          4.7019559631          6.3069123788          2.7754940374          7.1597386314          8.3478209356          8.7255654058         10.9341086096         10.0200195933 
   3247         33.1836056344          5.5027743365          4.6434255029         10.9212033589          0.3819299893          0.3888235071          0.8548752012          0.6994177884          0.9505807987          0.9470812536          0.7404793419          0.5546026797          0.0414950726         -2.2749532131         -3.7410816674         -2.7644307227         -2.5834272199          0.1616368340          0.1072156635          0.2499680274          0.0601323908          0.3466461769          0.0441173899          0.3812136538          0.2180431624          0.2981598144          0.2946787577         -0.1624909312         -0.0484346344         -0.2792557946          0.0653790400         -0.4035260953          0.0229366817         -0.2439676768         -0.1118455931          0.0930930507          0.2922637457          0.1679629144          0.7611759919          0.7571066594          0.7734728758          0.7713333084          0.7528940891          0.7576673111          0.7717077687          0.7520984786          8.1424065025          7.8408445444          6.2060207590          7.6801705008          5.1857692477          8.5300285632          2.5041843434         10.2068083979 
   3262         25.7050058624          4.6647052916          3.8183044148          8.1745917489          0.2042511898          0.4039561058          1.0258836091          0.6519556633          0.9167453552          0.9916682136          0.7970310375          0.7963988558          0.2673666224         -3.7059377590         -2.8497394176         -1.9063997164         -2.0268001167          0.1298027842          0.1098881294          0.1968713070         -0.0131467866          0.3966732942         -0.1864009791          0.5589109485         -0.0346095766          0.2331792948          0.2387982273         -0.1226038067         -0.0359979056         -0.2128085933          0.0210067075         -0.3094823572         -0.1037813974         -0.1934957024         -0.0823346392          0.1993291060          0.2245185658          0.1404528819          0.7793105855          0.7886681890          0.7829672937          0.7992672293          0.7896026750          0.7782520589          0.7757654147          0.7918233580         11.7533503371         10.3793915838          3.4350978810          3.0600782036          4.3903473167          5.0965730530          2.1070534404          9.0951129882 
   3267         30.8981740686          5.2103558549          1.7888395007         10.7962593881          0.3136608817          0.3819288299          0.8670238682          0.6089347336          0.9436383966          0.9746940773          0.7746516312          0.6621757768          0.1339349938         -3.1007609513         -3.4387143422         -2.5395897156         -1.8541363499          0.1057447961          0.1332332468          0.1872298136          0.0843811017          0.2654101741          0.1664349657          0.2141947782          0.1248495070          0.2886139183          0.0457612187         -0.1414652316         -0.0488768247         -0.2298903928         -0.0384938105         -0.1465583129         -0.0922747882         -0.1074470430         -0.1981625570          0.1993898951          0.0825375947          0.1409045646          0.7768712864          0.7860704195          0.7974885889          0.7816574845          0.7949258006          0.7924183852          0.7886945333          0.7987556065         10.9445953674          2.5493221180          3.1094984189          9.7594433295          5.2099141496         11.4590202381          2.4436992599          5.3593622885 
   3272         39.2140446405          5.2049084065          4.8788050381         10.3083413250          0.3300662384          0.4124306257          1.0302461959          0.6052429874          0.9485299353          0.9424230361          0.7146185923          0.9353153358          0.6062699627         -2.2618302460         -3.2977926723         -1.8873653024         -2.6688758120          0.1293014953          0.1081553933          0.2274450651          0.0889848861          0.2781064786          0.1738304078          0.2164663135          0.1135073806          0.3052186677          0.0689004581         -0.1278418927         -0.0635208225         -0.2274585963         -0.0559768641         -0.1120636067         -0.1037173500         -0.1001074386         -0.2054174293          0.1996476874          0.0712233912          0.1457330074          0.7957137045          0.7979017159          0.7921051581          0.7814630921          0.7927005410          0.7923574872          0.7987593560          0.7961251196          9.5149725810          2.2705004751          2.2739624082          6.5875765279          7.3250461509          4.2641688526          8.9663017882          8.1379865694 
   3277         32.0758165475          4.7777096541          2.6900581886          8.5431613677          0.2513221694          0.3719740863          0.9692471204          0.6278706757          0.9382334997          0.9991951035          0.7571516167          0.5250335114          0.4822757643         -3.9787426361         -2.8067712398         -1.9826263193         -1.2407709340          0.1449690355          0.1126495480          0.2372852884          0.0483606734          0.2362913921          0.2907842342          0.0927142034          0.1647665881          0.2330567951          0.1630666566         -0.1497386710         -0.0487842040         -0.2462467501          0.0223450911         -0.2882344645         -0.0990242847         -0.0965246637         -0.1999031751          0.2000000000          0.1956804682          0.1404625867          0.7971544560          0.7794419357          0.7846488525          0.7901139254          0.7761754206          0.7932810861          0.7837850142          0.7857602075          7.3355166952         10.7949608580          8.8444538490          8.9375616666          8.2403214690          3.9770306973         10.5445254024          7.9663947306 
   3282         25.6675386824          5.5975428333          4.0300815594          9.4327779125          0.2768400615          0.3841266227          1.1010218795          0.6036931468          0.9735890167          0.9489477645          0.5075196949          0.9463580069          0.3919166170         -3.4951894863         -3.4319932811         -1.8811636862         -2.4371258262          0.1293431855          0.1398508964          0.1910095817          0.0845981295          0.2561311763          0.1782730226          0.2144242706          0.1208312324          0.3000771067          0.0349927954         -0.1487018762         -0.0511361596         -0.2332930416         -0.0468531390         -0.1380493067         -0.1072973778         -0.1082558722         -0.1972708391          0.2000000000          0.0774768713          0.1400128012          0.7800510294          0.7966959924          0.7966174272          0.7816479408          0.7917095539          0.7766421880          0.7929905537          0.7820950842         11.1052112683          3.5929839116          7.2259023375         10.6242122518          9.2981657233          6.7191411718          5.9859138848          2.3038492563 
   3292         28.3574075719          4.9352744727          0.8126968387          8.8745758113          0.2859023696          0.4098650021          0.9416884241          0.6891145372          0.9230470246          0.9293069524          0.5382883728          0.8480031889          0.1485044422         -3.6881779348         -3.8993689999         -1.9434862419         -2.7210193470          0.1293869394          0.0825717400          0.1987917184         -0.0497900901          0.4458114346         -0.2561052786          0.6529831035         -0.0404404699          0.3450102225          0.2798430959         -0.1226822457         -0.0335535630         -0.2196435530          0.0630736711         -0.3137845358          0.0106150074         -0.2054896807         -0.0664650264          0.0355247635          0.2502455539          0.1489974248          0.7810024805          0.7946288521          0.7904813088          0.7913975918          0.7875833471          0.7953361816          0.7878485462          0.7895245966          8.8159773020          2.7988445902          8.6883916984          8.4898777660          2.8378867257          7.0636740932         11.0564369258         11.4173370666 
   3297         28.0827593066          4.1165317838          4.2468433647         10.8436222570          0.2875764337          0.3740028408          1.0504411526          0.6185770215          0.9693450834          0.9732204551          0.7559435018          0.8420017874          0.1961878120         -3.3206323142         -3.9809804661         -2.7674336058         -2.4108893649          0.1324959298          0.0804350665          0.1987304387         -0.0239844967          0.4068520898         -0.2138620641          0.5997963286         -0.0496752573          0.3137072016          0.2533673121         -0.1241078215         -0.0363426460         -0.2135365296          0.0544360615         -0.3187571234          0.0259639850         -0.1947240251         -0.0789133257          0.0634590324          0.2301928660          0.1486041204          0.7872144339          0.7870042892          0.7851865011          0.7913332492          0.7914786933          0.7936312142          0.7771298881          0.7842799243         11.4258203837          8.1236101422          3.4721360600          8.3372242952         11.8472736925          4.0093059103          2.8279942802          7.8676644575 
   3302         25.6455777278          4.1983505342          1.5536305442          9.4184538238          0.3864725643          0.3782500113          0.9951610882          0.6284808148          0.9700683432          0.9265557285          0.6165708498          0.6697029605          0.3367657899         -2.1973953604         -3.6363446704         -1.4455458539         -1.9095553774          0.1326652307          0.0782950740          0.2016377352         -0.0250719677          0.4038311591         -0.1971237897          0.5967966028         -0.0511544864          0.2846224898          0.2425470947         -0.1233360798         -0.0365965116         -0.2196988423          0.0537194449         -0.3185823297          0.0270008544         -0.1946953507         -0.0713391016          0.0615900130          0.2298289831          0.1497570273          0.7753697570          0.7952845768          0.7876468197          0.7872906194          0.7973096454          0.7785857418          0.7763939540          0.7949877648          5.4020854427          4.0678074982          9.4672132834          6.8651037800          2.3388871551         11.8403276393          4.4632714236          7.7061302641 
   3307         35.4712035367          5.1553642739          5.4932013407          9.5256457492          0.3531837706          0.3836188180          1.0392676240          0.6425734406          0.9611623688          0.9774439491          0.6908488172          0.9176412966          0.1710676776         -3.7439182202         -2.7829375977         -2.9727047026         -1.9765984919          0.1208342163          0.0735298503          0.1806266462         -0.0083478805          0.3459951638         -0.1423900501          0.1731319050         -0.0257339483          0.2495079266          0.0350181710         -0.1371753750         -0.0249438740         -0.2396773300          0.0424140769         -0.4314379654          0.0468712324         -0.2663076888         -0.0844982776          0.1502572466          0.1065655591          0.1512960442          0.7988228083          0.7973059009          0.7930666458          0.7898485926          0.7880399522          0.7803051890          0.7998534546          0.7794357170          3.6440510262          7.5092602154          5.1042420355          9.2905477073          4.5059518454          9.8904771015          8.1733005884         10.5865915012 
   3312         27.9022357359          5.1299006749          1.3891668684          9.1969915271          0.3960870818          0.3778596557          0.8773645867          0.6760507269          0.9664074415          0.9628188658          0.4835088131          0.6542352021          0.7375592226         -2.6991666608         -2.1576623785         -2.7788486696         -2.9444191564          0.0812546539          0.1125423866          0.2904151860         -0.2172706741          0.9105537115         -0.7535911487          1.0000000000         -0.1559848539          0.4356722221          0.2157469084         -0.1501389510         -0.0447921757         -0.2579444229          0.0602877236         -0.3726738695          0.0216951694         -0.2253140381         -0.1033769265          0.0856041247          0.2706560086          0.1472354104          0.7998851752          0.7982408290          0.7825210371          0.7947961391          0.7859639200          0.7813077302          0.7980851948          0.7904784718          5.8866912078          2.7350288715          9.5261925296          2.6753202626         11.6902442264          2.0744033052          3.8952802753          4.5501741841 
   3327         27.9770751116          5.9207399926          0.5864019091          9.5536893065          0.2262296231          0.4091338909          0.7768513890          0.6178977261          0.9089892867          0.9452335982          0.3651517435          0.7959677700          0.7179563204         -3.8615086386         -2.5126972488         -1.8421991507         -1.9504074358          0.1506004285          0.1042577285          0.2563875435          0.0414902344          0.2445033662          0.2733837025          0.0911774555          0.1812627952          0.2296037612          0.1777134735         -0.1492845184         -0.0470228993         -0.2481032680          0.0281951401         -0.3042444299         -0.1012008075         -0.1025577260         -0.1998569151          0.1995991173          0.2052196013          0.1487493756          0.7800929399          0.7865968519          0.7762740562          0.7793309951          0.7882302552          0.7853771209          0.7814766194          0.7767429310         11.7329553442          7.4874715378          3.1609686812          6.7588462003          2.2028812753         10.3735000188          2.7120153702          6.2535721488 
   3332         35.7390481136          5.4367174504          1.3235169112         10.3636174214          0.2995210615          0.4160770242          1.0310841147          0.6680209625          0.9080771475          0.9927446857          0.5495737064          0.8887168963          0.4647083052         -3.9744143566         -3.9281118294         -2.0075932081         -1.7501073035          0.1418795798          0.1121221046          0.2345075384          0.0510426026          0.2357554342          0.2883560188          0.0969156511          0.1617711108          0.2344831950          0.1547859918         -0.1503428379         -0.0478398939         -0.2454033475          0.0189770926         -0.2829367661         -0.1045775299         -0.0953120688         -0.2046187713          0.2000000000          0.1906027075          0.1499155421          0.7860218388          0.7851537699          0.7880096033          0.7793995989          0.7872989267          0.7784201036          0.7880319829          0.7782382247          4.5120600870          9.1851613829          5.9339513666          4.2356520935          9.9691705332          8.9941079744          9.6648749124          4.7175511708 
   3337         29.8757750303          5.9273924441          1.1175534045         10.3461475961          0.3868940043          0.4065495428          0.9781086912          0.6498989405          0.9226242358          0.9411726412          0.3463045042          0.9149554437          0.2956472038         -2.9580530794         -2.6554586987         -1.9671244666         -1.7338636836          0.1290839310          0.1483271718          0.1932455533          0.1260960664          0.1946404645          0.3335820432          0.0706468094          0.2219675868          0.2915991918         -0.0419250395         -0.1607442043         -0.0579594295         -0.2297040535         -0.0829786390         -0.0785847791         -0.1526271660         -0.0597670612         -0.2504910204          0.2000000000          0.0243433610          0.1465826879          0.7919683241          0.7942864484          0.7980185848          0.7813966098          0.7818391606          0.7787105471          0.7825336548          0.7810643290         11.8875705293         10.9993667048          4.1348691372          9.8533263909          8.8299003660          3.3656974660         10.4335685624          7.9963881717 
   3342         37.2589471203          4.1512057403          5.6400662999         10.6397766833          0.2880211621          0.3925067231          0.8154716657          0.6902557765          0.9635805090          0.9490037722          0.7645660364          0.9504166741          0.0895406639         -3.2117300470         -2.6112205527         -2.8799581059         -2.1932330415          0.1569824990          0.0878074072          0.2575613975         -0.0375331820          0.3818693458         -0.0267529301          0.3769901113          0.0786553493          0.2745459191          0.3108885154         -0.1378590995         -0.0410594944         -0.2357200077          0.0552606676         -0.3416177137          0.0200744799         -0.2065378682         -0.0947621826          0.0788503914          0.2473553085          0.1481796071          0.7833456213          0.7898549094          0.7778347552          0.7883356702          0.7974055838          0.7760381524          0.7979970171          0.7871700014         10.0345992766         11.8963018862          4.3356213089          8.0210199070          6.5996242736         11.0720010426         10.2711655829          6.0617803757 
   3347         30.1830404826          4.0452460934          1.6121692979          8.3091799209          0.3865992195          0.3746079426          0.9582830175          0.6954931789          0.9597844654          0.9467623157          0.7619110761          0.5442361543          0.0590110521         -2.3004614087         -2.3978507133         -1.8346463787         -2.5315463442          0.1357072975          0.1253086302          0.2077174383          0.0354492048          0.2678999643          0.2140281798          0.1728724234          0.1453465046          0.2793384609          0.1416370006         -0.1449570157         -0.0503151087         -0.2257266447         -0.0434283243         -0.1535154324         -0.1009913097         -0.0882514236         -0.2084589093          0.1882724595          0.1499298267          0.1503385234          0.7842883199          0.7969232546          0.7799503712          0.7940679305          0.7810759288          0.7878653197          0.7876224901          0.7866198690         11.3949568311          7.2679830240          8.6597995168          5.8928669336          3.2155241320         10.7945154098          5.8140188902          2.8174352380 
   3352         35.8040002156          4.8846006645          5.4297326774          8.1289094463          0.2042989057          0.3783903265          0.7403765401          0.6587499725          0.9276025226          0.9577857080          0.5617002031          0.5537458715          0.6194574910         -3.7305568386         -3.5244522514         -1.7903805959         -1.4727516884          0.1256550610          0.1236739331          0.2205820069          0.0662850633          0.2210008684          0.2365365432          0.2480674478          0.1450957818          0.3023409971          0.1656522735         -0.1329537490         -0.0365395377         -0.2155545638         -0.0473472423         -0.1429451834         -0.1008491326         -0.0958312030         -0.2083636561          0.1916055819          0.1706602070          0.1508390620          0.7783668307          0.7777301801          0.7828627883          0.7835963294          0.7789237909          0.7931672632          0.7947859184          0.7874151311          3.8261752441         10.1632520394          4.3950838579          8.5006842782         10.5479139447          8.8753464369          6.8323031982          3.7251235540 
   3357         37.5909736846          4.3320529764          1.5677010984         10.9171949098          0.2807532098          0.3739936039          0.7317471855          0.6239522759          0.9439099702          0.9370228043          0.3253003856          0.6386682982          0.4503359601         -3.8408364832         -3.2710538595         -1.2670977230         -1.2848043450          0.1483614102          0.1221959671          0.2295614152          0.0827037382          0.2656161615          0.2270957122          0.2125569039          0.1620648935          0.3043644307          0.1969521545         -0.1360421272         -0.0405983118         -0.2129673110         -0.0380181191         -0.1468834017         -0.1014111101         -0.0813590084         -0.2125092757          0.1999665598          0.1504392447          0.1483750862          0.7757635718          0.7850497399          0.7926952549          0.7783030270          0.7904083823          0.7992586522          0.7908200861          0.7797771330          5.2611408669          7.3075023981          6.0482149029         11.5822613816          9.4992991399          5.9080350690          3.9686910652         10.7330790243 
   3362         29.1502187826          4.0897360773          5.0601213458          8.3501981247          0.2898453900          0.4001283120          0.8279276027          0.6891445913          0.9342621856          0.9438288812          0.5477390992          0.9784318958          0.7059966247         -2.1725175251         -2.0729697349         -2.8368709374         -2.9915148778          0.1349683366          0.1237232994          0.2146398338          0.0892279152          0.2716436754          0.2288678848          0.2200758024          0.1429756835          0.2931065868          0.1800433804         -0.1513370821         -0.0368061863         -0.2198104782         -0.0326239868         -0.1397597015         -0.1053330419         -0.0837838932         -0.2130511385          0.1916168749          0.1844993001          0.1468960867          0.7910048912          0.7826028247          0.7776027939          0.7913701408          0.7965765711          0.7955285213          0.7841921971          0.7803136854          7.1150924246          4.0551125432          3.1024990350         10.7543188542          3.4483665776          6.6514197492          5.3956808507          3.0335583849 
   3367         31.6625506337          4.8104592262          4.1046470312         10.2301254927          0.2883315458          0.3623196538          1.0240674471          0.6561087822          0.9263977182          0.9400611686          0.4903590457          0.5318273791          0.6496044974         -3.1007668369         -3.1849441336         -1.4477137562         -1.6524143859          0.1308081515          0.0638189106          0.1989890808         -0.0524886478          0.4476964886         -0.3259383164          0.6995380549         -0.1142782269          0.3207025401          0.2999447585         -0.1130733229         -0.0318461666         -0.2040241082          0.0780443889         -0.3496260794          0.0574629636         -0.2123184946         -0.0449323525          0.0267479711          0.2576330662          0.1574355443          0.7773655938          0.7991609138          0.7916068800          0.7973011271          0.7857961734          0.7924836247          0.7957189350          0.7912800296          5.6859059633          9.5963325727          7.8230094905         11.3184345745          7.4498889048          2.9799359699          8.4701004603         10.2343383299 
   3372         25.4423689651          4.0487765501          1.4699951853          8.0223107854          0.2018481860          0.3702784937          1.0743631397          0.6420546446          0.9591671769          0.9410175365          0.5378499917          0.7619319058          0.6821317910         -2.6649014937         -2.5536650807         -2.9115459917         -2.6493945297          0.1408170173          0.0783211528          0.1959044606         -0.0097303938          0.4279618805         -0.1903911620          0.6021314915         -0.0770885461          0.3229695694          0.2569430474         -0.1231955795         -0.0321906451         -0.2181207949          0.0674769156         -0.3454292430          0.0327616713         -0.1791296751         -0.0875730136          0.0688539707          0.2305845063          0.1562065128          0.7906211029          0.7781188202          0.7853848611          0.7777220657          0.7870498719          0.7897677366          0.7987357877          0.7802193525          5.0941792158          8.2449831326          5.9576650050          3.3330539892          2.8783944242          6.2912825129          3.7272062689          2.2782287098 
   3377         31.8392731069          4.2213735228          3.3793508831         10.1047066557          0.3808840431          0.3657704457          0.9646090451          0.6093519733          0.9579463917          0.9449324581          0.5294372260          0.7221364548          0.3396686793         -3.9945872996         -2.4856595712         -1.4783721314         -1.3287181820          0.1374771225          0.0783211528          0.1991271067         -0.0097303938          0.4157009699         -0.1931540058          0.5840412603         -0.0629070629          0.3229468109          0.2569430474         -0.1231955795         -0.0321906451         -0.2181207949          0.0687426063         -0.3143203220          0.0270008544         -0.1832604681         -0.0875730136          0.0688539707          0.2324086796          0.1557942833          0.7955784505          0.7837486794          0.7836223277          0.7886042133          0.7956235011          0.7781838535          0.7885529966          0.7900065213         10.9555711966          6.6760717107          6.4044606676          3.5173845044          2.6286882955         10.6096822194         10.2233619532         11.3112654603 
   3382         36.4584218184          4.6662135944          1.4778986235          8.0438351556          0.2562885361          0.3821788045          0.7867457085          0.6241848708          0.9004052396          0.9283004675          0.3728638249          0.8568123412          0.4363081739         -3.4007264719         -3.3570027842         -1.3472409073         -2.9786391308          0.1941444325          0.1365246661          0.3228591275         -0.1386116455          0.6583925734         -0.2814309089          0.6061911156          0.0452605251          0.3547245609          0.3130211572         -0.1634059903         -0.0486830367         -0.2793788584          0.0655209507         -0.4050460903          0.0230598678         -0.2448858846         -0.1122484892          0.0933926102          0.2932819248          0.1541730611          0.7996097792          0.7934427809          0.7926216051          0.7754385396          0.7906123055          0.7825739575          0.7974661515          0.7961650228          3.0614459264         10.3343519410          7.5313806404          2.1648522031          9.3362886000          4.0972904166          5.8256581536          3.0685863268 
   3387         33.6992669445          5.0659796107          2.6577278455         10.0404994307          0.3193200677          0.3848116312          0.8140630155          0.6421478399          0.9463596254          0.9904986038          0.5228105558          0.5327850269          0.7828599412         -3.8813380921         -2.2942709678         -1.3495627734         -2.2502393935          0.1362172301          0.1133923776          0.2387271971          0.0354208916          0.2607736923          0.2616961643          0.1023974793          0.1787806130          0.2217989726          0.1372399378         -0.1496764775         -0.0486607547         -0.2398477686          0.0045652039         -0.2504377152         -0.1000000000         -0.1000000000         -0.2000000000          0.2000000000          0.1596260034          0.1562530669          0.7826288280          0.7995858200          0.7779490127          0.7813883076          0.7874345200          0.7757643472          0.7913939650          0.7980836505          6.7165078072          7.1773768620          4.9791895482         10.8788161856          3.5821768421          3.2135080042          6.9593593719          7.0648627093 
   3392         35.6126552758          5.5819274368          1.5836204668          9.9795301721          0.2185465833          0.3896200851          1.0277632225          0.6313198551          0.9262080158          0.9897252169          0.3328896580          0.7408389731          0.4743628676         -2.5642613457         -3.3838859698         -1.1900828109         -2.3493448481          0.1287166313          0.0858468730          0.2364978270          0.0039773017          0.2553577515         -0.0051606042          0.3590760944          0.0936229576          0.2829753272          0.0511010970         -0.1480880654         -0.0458225868         -0.2117773158         -0.0308757854         -0.1806310006         -0.3647580101          0.1195341782         -0.4132320236          0.1861887320          0.1012759600          0.1534343023          0.7977533827          0.7968339878          0.7973764117          0.7829343303          0.7811175071          0.7944681824          0.7774671698          0.7804705730          2.9434565218         11.1011514680          4.4294612158          6.6794480390         10.1189588159          5.3779724420          6.5647617262         11.5941966663 
